Company,Categories,Sentence
2023_Safety Natl Cas Corp.pdf,climate_risk,"decrease inthe corporate value of medium to
le technolo technological innovation toward the
ig ay transon toa decarbonteed sodety investe companies thathave mised the |
= transition to a decarbonized society and | lng term
is in the value of the assets held by the
2 company
2 pany
iy
‘changes in the demand for and supply of decline in revenue due to technological | short term,
products end sendces innovation and inability to ascertain or longer
changes in customer needs
‘changing customer and societal awareness ational damage due to the companys } short term
fintativessurtounding the transition toa | repuatonsl damage veo the company
decarbonized society fons being deemed inappropriate or longer
vz | resource efficiency, | demand for products and services aligned | incteasein opportunity to gain insurance
e | energy sources, | with changes in energy sources and profits andforinestment and fnancingon |
| products and services,| designed to increase resilience changes in| the back of comparies increasing funding
 |markets, and resilience] public awareness needs associated with response to ortonger
a lecarbonized society and improvement of
2 decarbonized society and improvement of
é resilience
note: short term: less than 3 years, medium term: 3-10 years, long term: 10 years or more

climate risk survey form

tokio marine holdings, inc. 2024 tcfd report
policies concerning insurance underwriting as well as investment and financing
tokio marine group's basic policy on climate change is to support the decarbonization of customers and
local communities through insurance products and services as well as investments and financing while
basing our activities on constructive dialogue with stakeholders."
2023_Safety Natl Cas Corp.pdf,climate_risk,"tcfd report

climate risk survey form

risk management - narrative

3."
2023_Safety Natl Cas Corp.pdf,climate_risk,"given

climate risk survey form."
2023_Safety Natl Cas Corp.pdf,climate_risk,"tmhd
managing climate-related risk based on enterprise risk management (erm)
‘mhd conducts enterprise risk management (erm), which includes the management of climate risks."
2023_Safety Natl Cas Corp.pdf,climate_risk,"tmhd include the large wind/flood risks (including climate change physical risks) in the “material
risks” category, which could become more frequent and severe due to the effects of climate change."
2023_Safety Natl Cas Corp.pdf,climate_risk,"moreover, tokio
marine dr and a team of experts in natural disasters working in atlanta, the united states, are leading
efforts to upgrade natural disaster risk management across the entire group, including various
evaluations of natural disaster risk models."
2023_Safety Natl Cas Corp.pdf,climate_risk,"in disclosing the metrics used by the insurer to assess climate-related risks and opportunities in line
with its strategy and risk management process, insurers should consider including the following:

‘* in describing the metrics used by the insurer to assess and monitor climate risks, consider the
amount of exposure to business lines, sectors, and geographies vulnerable to climate-related
physical risks"
2023_Safety Natl Cas Corp.pdf,climate_risk,"heavy oi [e[ 9}

climate risk survey form."
2023_Safety Natl Cas Corp.pdf,climate_risk,"[emissions associated with the group’s business activities and achieving carbon neutrality]
each tokio marine group company is working to reduce the environmental impact associated with its
business activities, and at the same time, aims to achieve carbon neutrality on a global basis, in which

climate risk survey form
the amount of ghg fixed and reduced through mangrove planting and the use of natural energy exceeds
ghg (coz) emissions from business activities."
2023_Safety Natl Cas Corp.pdf,biodiversity_nature,"the value of ecosystem services generated through the
mangrove planting project (from april 1999 to the end of march 2022) has reached approximately 202.4
billion yen."
2023_Safeway Insurance Company.pdf,climate_risk,"safeway insurance company
2023 naic climate risk disclosure survey

governance

safeway insurance company (“safeway” or “company”) is a small, privately held auto insurance
company and writes in seven states."
2023_Saif Corporation.pdf,climate_risk,"aif corporation
climate risk survey
ry 2023
governance - narrative
1."
2023_Saif Corporation.pdf,climate_risk,"(¥/n)

saif corporation
climate risk survey
ry 2023
strategy - narrative
2."
2023_Saif Corporation.pdf,climate_risk,"describe the steps the insurer has taken to engage key constituencies on the
topic of climate risk and resiliency."
2023_Saif Corporation.pdf,climate_risk,"saif corporation

climate risk survey

ry 2023

within our organization, we continue to implement changes to reduce the impact of our
carbon footprint."
2023_Saif Corporation.pdf,climate_risk,"has the insurer taken steps to engage key constituencies on the topic of
climate risk and resiliency?"
2023_Saif Corporation.pdf,climate_risk,"* does the insurer provide products or services to support the transition to a
low carbon economy or help customers adapt to climate risk?"
2023_Saif Corporation.pdf,climate_risk,"(y/n)*

saif corporation
climate risk survey
ry 2023
risk management - narrative
3."
2023_Saif Corporation.pdf,climate_risk,"we hold seminars in english and spanish (virtually and in-

saif corporation
climate risk survey
ry 2023
person) and provide print, online resources, and on-site consultations."
2023_Saif Corporation.pdf,climate_risk,"© has the insurer utilized climate scenarios to analyze their underwriting risk?
(y/n)
° had insurer utilized climate scenarios to analyze their investment risk?
(y/n)

aif corporation
climate risk survey
ry 2023
metrics and targets - narrative
4."
2023_Saif Corporation.pdf,climate_risk,"in disclosing the metrics used by the insurer to assess climate-related risks and

‘opportunities in line with its strategy and risk management process, insurers

should consider including the following:

© indescribing the metrics used by the insurer to assess and monitor climate
risks, consider the amount of exposure to business lines, sectors, and
geographies vulnerable to climate-related physical risks"
2023_Sammons Financial Group.pdf,climate_risk,"‘4 sammons financial company
naic climate risk disclosure survey 2023
governance
‘the company's board of directors oversees management of our climate-related risks and opportunities based
on guidance from the company's climate risk subcommittee."
